age,region,face_confidence,gender,dominant_gender,race,dominant_race,emotion,dominant_emotion,file_path,face_number
23,"{'x': 805, 'y': 309, 'w': 252, 'h': 252, 'left_eye': (975, 403), 'right_eye': (878, 410)}",0.95,"{'Woman': 98.96990656852722, 'Man': 1.0300922207534313}",Woman,"{'asian': 30.419430782727098, 'indian': 5.390619384124205, 'black': 2.766961375410721, 'white': 21.371189817332006, 'middle eastern': 6.834426591924022, 'latino hispanic': 33.21737745015352}",latino hispanic,"{'angry': 0.047008905676193535, 'disgust': 0.010015887528425083, 'fear': 0.814763642847538, 'happy': 96.75004482269287, 'sad': 2.3636549711227417, 'surprise': 0.01194566793856211, 'neutral': 0.0025679149985080585}",happy,image/child/image0.jpeg,1
25,"{'x': 632, 'y': 402, 'w': 138, 'h': 138, 'left_eye': None, 'right_eye': None}",0.99,"{'Woman': 2.5679033249616623, 'Man': 97.43209481239319}",Man,"{'asian': 27.999046444892883, 'indian': 0.3396207932382822, 'black': 0.13111691223457456, 'white': 64.50785994529724, 'middle eastern': 3.4403089433908463, 'latino hispanic': 3.5820510238409042}",white,"{'angry': 0.4763178811262775, 'disgust': 1.9447689063689495e-07, 'fear': 9.189129423447216, 'happy': 5.329415893174746e-07, 'sad': 90.04484355716966, 'surprise': 0.0004267504918675697, 'neutral': 0.28928128864057595}",sad,image/child/image0.jpeg,2
34,"{'x': 698, 'y': 438, 'w': 151, 'h': 151, 'left_eye': (796, 495), 'right_eye': (742, 496)}",0.9,"{'Woman': 99.84614849090576, 'Man': 0.1538493437692523}",Woman,"{'asian': 44.246151700386505, 'indian': 9.512764037416222, 'black': 3.3537874134652266, 'white': 6.263488904445702, 'middle eastern': 3.5621779300080494, 'latino hispanic': 33.061631504394505}",asian,"{'angry': 20.622506737709045, 'disgust': 9.117544442415237, 'fear': 19.898363947868347, 'happy': 0.0027268461053608917, 'sad': 42.00354218482971, 'surprise': 0.035343566560186446, 'neutral': 8.319976180791855}",sad,image/child/image14.jpeg,1
21,"{'x': 1215, 'y': 468, 'w': 162, 'h': 162, 'left_eye': (1319, 532), 'right_eye': (1260, 533)}",0.94,"{'Woman': 0.04594089987222105, 'Man': 99.95405673980713}",Man,"{'asian': 71.45693302154541, 'indian': 5.7964906096458435, 'black': 1.2409918941557407, 'white': 0.8179372176527977, 'middle eastern': 0.11578589910641313, 'latino hispanic': 20.571856200695038}",asian,"{'angry': 10.919336974620819, 'disgust': 0.06241254159249365, 'fear': 11.769905686378479, 'happy': 0.010821517935255542, 'sad': 35.181596875190735, 'surprise': 0.000657972941553453, 'neutral': 42.055270075798035}",neutral,image/child/image14.jpeg,2
22,"{'x': 296, 'y': 380, 'w': 208, 'h': 208, 'left_eye': (441, 454), 'right_eye': (355, 456)}",0.94,"{'Woman': 0.024012030917219818, 'Man': 99.97598528862}",Man,"{'asian': 40.0434285402298, 'indian': 3.3541128039360046, 'black': 1.0355085134506226, 'white': 27.529171109199524, 'middle eastern': 6.952308863401413, 'latino hispanic': 21.0854709148407}",asian,"{'angry': 96.59372012690066, 'disgust': 9.782005288744488e-09, 'fear': 0.014401865803227925, 'happy': 6.732881893192557e-06, 'sad': 3.0293313900433314, 'surprise': 0.00038127443533594234, 'neutral': 0.3621575223690245}",angry,image/child/image1.jpeg,1
24,"{'x': 872, 'y': 344, 'w': 181, 'h': 181, 'left_eye': (994, 415), 'right_eye': (927, 414)}",0.9,"{'Woman': 99.93563294410706, 'Man': 0.06436273106373847}",Woman,"{'asian': 1.8711462616920471, 'indian': 1.5492098405957222, 'black': 0.14178412966430187, 'white': 41.28505289554596, 'middle eastern': 9.027030318975449, 'latino hispanic': 46.12577557563782}",latino hispanic,"{'angry': 2.529353793079281e-06, 'disgust': 9.281653223780495e-09, 'fear': 0.0023907909053377807, 'happy': 1.0842441389158353e-07, 'sad': 2.5873395223183215e-11, 'surprise': 99.99760389328003, 'neutral': 4.1301955165385225e-16}",surprise,image/child/image12.jpeg,1
48,"{'x': 0, 'y': 0, 'w': 1920, 'h': 1080, 'left_eye': None, 'right_eye': None}",0.0,"{'Woman': 15.321379899978638, 'Man': 84.67862010002136}",Man,"{'asian': 1.9997923895592922, 'indian': 0.03438028711857123, 'black': 0.012426648040120931, 'white': 94.82825963665603, 'middle eastern': 2.3109441137876576, 'latino hispanic': 0.814201638203957}",white,"{'angry': 0.15534235863015056, 'disgust': 8.715116406321499e-08, 'fear': 8.052462590057985e-05, 'happy': 1.4102468526289158e-05, 'sad': 87.89508938789368, 'surprise': 4.081866951648888e-11, 'neutral': 11.94947361946106}",sad,image/child/image6.jpeg,1
45,"{'x': 0, 'y': 0, 'w': 1920, 'h': 1080, 'left_eye': None, 'right_eye': None}",0.0,"{'Woman': 7.481861859560013, 'Man': 92.51814484596252}",Man,"{'asian': 1.0060055844777125, 'indian': 0.14611974479320708, 'black': 0.1192960862350659, 'white': 89.09529577549746, 'middle eastern': 5.707794865036623, 'latino hispanic': 3.925488421262691}",white,"{'angry': 0.12163258649826565, 'disgust': 1.5552057236406198e-07, 'fear': 0.0008386539365910943, 'happy': 0.00010728792361189458, 'sad': 95.50553533467861, 'surprise': 3.013248164066039e-08, 'neutral': 4.3718884510927465}",sad,image/child/image7.jpeg,1
25,"{'x': 1016, 'y': 399, 'w': 110, 'h': 110, 'left_eye': None, 'right_eye': None}",0.97,"{'Woman': 3.850426897406578, 'Man': 96.14957571029663}",Man,"{'asian': 0.4559926145085556, 'indian': 1.271748577445915, 'black': 0.1199618537396963, 'white': 68.10264371602014, 'middle eastern': 23.25604578780582, 'latino hispanic': 6.793604726361665}",white,"{'angry': 0.040709960740059614, 'disgust': 4.516722285075048e-06, 'fear': 16.282346844673157, 'happy': 58.89330506324768, 'sad': 12.73425668478012, 'surprise': 1.7972132582144695e-05, 'neutral': 12.04935908317566}",happy,image/child/image13.jpeg,1
25,"{'x': 1249, 'y': 297, 'w': 186, 'h': 186, 'left_eye': None, 'right_eye': None}",0.95,"{'Woman': 12.616658210754395, 'Man': 87.38334774971008}",Man,"{'asian': 2.24880650639534, 'indian': 0.04844861396122724, 'black': 0.022801326122134924, 'white': 90.38906693458557, 'middle eastern': 1.5020322054624557, 'latino hispanic': 5.788849666714668}",white,"{'angry': 0.1217779674682954, 'disgust': 8.455983349137887e-07, 'fear': 82.5281164016585, 'happy': 4.8098308819734, 'sad': 0.7449858865158693, 'surprise': 0.0003995164185058311, 'neutral': 11.794883841886062}",fear,image/child/image10.jpeg,1
43,"{'x': 0, 'y': 0, 'w': 1920, 'h': 1080, 'left_eye': None, 'right_eye': None}",0.0,"{'Woman': 6.80135115981102, 'Man': 93.19864511489868}",Man,"{'asian': 0.001711835830064956, 'indian': 0.003972151534981094, 'black': 0.00041244661588279996, 'white': 98.21884036064148, 'middle eastern': 1.4003358781337738, 'latino hispanic': 0.3747339593246579}",white,"{'angry': 0.01203042920678854, 'disgust': 2.3452435549131678e-07, 'fear': 0.08317300234921277, 'happy': 2.2609450422983457e-08, 'sad': 99.09504652023315, 'surprise': 1.5651373252989487e-08, 'neutral': 0.8097498677670956}",sad,image/child/image8.jpeg,1
26,"{'x': 884, 'y': 218, 'w': 71, 'h': 71, 'left_eye': None, 'right_eye': None}",0.95,"{'Woman': 0.03682728565763682, 'Man': 99.96317625045776}",Man,"{'asian': 6.417196232177957e-05, 'indian': 3.548146594312129e-05, 'black': 99.9998927116394, 'white': 5.823638446478263e-10, 'middle eastern': 1.1838390510943153e-10, 'latino hispanic': 6.089249637852845e-06}",black,"{'angry': 6.40510373657002e-05, 'disgust': 1.658060935180242e-07, 'fear': 0.11464246579051425, 'happy': 99.85172154286843, 'sad': 0.0005583155387471067, 'surprise': 0.008734431735465991, 'neutral': 0.024275456979164393}",happy,image/child/image4.jpeg,1
28,"{'x': 1006, 'y': 251, 'w': 83, 'h': 83, 'left_eye': (1062, 285), 'right_eye': (1033, 281)}",0.93,"{'Woman': 99.97938275337219, 'Man': 0.02062343992292881}",Woman,"{'asian': 9.437864273786545, 'indian': 1.657819002866745, 'black': 0.7425425108522177, 'white': 50.19969344139099, 'middle eastern': 12.86001056432724, 'latino hispanic': 25.10206699371338}",white,"{'angry': 3.370630814389375e-10, 'disgust': 4.710808064150212e-16, 'fear': 4.953297216836461e-08, 'happy': 99.9995231628418, 'sad': 2.8506729962685107e-09, 'surprise': 7.371257879640325e-05, 'neutral': 0.00040804679883876815}",happy,image/child/image4.jpeg,2
30,"{'x': 752, 'y': 277, 'w': 74, 'h': 74, 'left_eye': None, 'right_eye': None}",0.92,"{'Woman': 54.06821966171265, 'Man': 45.93178033828735}",Woman,"{'asian': 54.651814699172974, 'indian': 4.064401239156723, 'black': 7.823597639799118, 'white': 4.695570096373558, 'middle eastern': 1.6777003183960915, 'latino hispanic': 27.08691656589508}",asian,"{'angry': 1.1096724244833819e-10, 'disgust': 4.811015905445924e-16, 'fear': 6.816127513451574e-08, 'happy': 99.98915791446912, 'sad': 2.7015272186371877e-08, 'surprise': 3.072578534888186e-05, 'neutral': 0.010815034246456056}",happy,image/child/image4.jpeg,3
23,"{'x': 1227, 'y': 284, 'w': 72, 'h': 72, 'left_eye': None, 'right_eye': None}",0.95,"{'Woman': 0.3193850629031658, 'Man': 99.68061447143555}",Man,"{'asian': 61.513487190812064, 'indian': 6.106149396666848, 'black': 4.673580358837865, 'white': 5.094816466856984, 'middle eastern': 2.00482320814271, 'latino hispanic': 20.60714337868353}",asian,"{'angry': 3.0488760821567595e-09, 'disgust': 2.7211729641514817e-12, 'fear': 3.048098717872705e-08, 'happy': 99.99028444290161, 'sad': 3.5763182637538193e-06, 'surprise': 2.671675858323397e-06, 'neutral': 0.009710160520626232}",happy,image/child/image4.jpeg,4
30,"{'x': 539, 'y': 309, 'w': 83, 'h': 83, 'left_eye': (593, 340), 'right_eye': (562, 341)}",0.92,"{'Woman': 80.20833730697632, 'Man': 19.79166567325592}",Woman,"{'asian': 0.1266761997579098, 'indian': 0.054109410218890285, 'black': 0.001956737054139522, 'white': 90.50545805627608, 'middle eastern': 4.617985905052912, 'latino hispanic': 4.693811944864756}",white,"{'angry': 2.115897782325688e-06, 'disgust': 1.8359452393000641e-09, 'fear': 0.0005063895820299009, 'happy': 99.97903704893147, 'sad': 2.8252520152714784e-05, 'surprise': 0.0007610040486303454, 'neutral': 0.019666948921634387}",happy,image/child/image4.jpeg,5
26,"{'x': 1340, 'y': 365, 'w': 92, 'h': 92, 'left_eye': (1401, 400), 'right_eye': (1364, 402)}",0.92,"{'Woman': 98.42221140861511, 'Man': 1.5777843073010445}",Woman,"{'asian': 16.060056216723467, 'indian': 18.872331842462042, 'black': 7.300254827768186, 'white': 12.332862595660997, 'middle eastern': 12.952758425802998, 'latino hispanic': 32.48173683664046}",latino hispanic,"{'angry': 0.007586552689819943, 'disgust': 4.1296408045492535e-05, 'fear': 3.2231623365379773, 'happy': 96.72703127426095, 'sad': 0.008220177313630794, 'surprise': 0.027777861596814488, 'neutral': 0.006179811684887807}",happy,image/child/image4.jpeg,6
42,"{'x': 729, 'y': 120, 'w': 784, 'h': 784, 'left_eye': (1283, 385), 'right_eye': (955, 401)}",0.93,"{'Woman': 0.3248735796660185, 'Man': 99.67513084411621}",Man,"{'asian': 34.675681591033936, 'indian': 10.46348586678505, 'black': 11.721494048833847, 'white': 3.948947787284851, 'middle eastern': 2.3303208872675896, 'latino hispanic': 36.860066652297974}",latino hispanic,"{'angry': 52.79281139373779, 'disgust': 0.1705814152956009, 'fear': 2.6436535641551018, 'happy': 15.53119421005249, 'sad': 9.079231321811676, 'surprise': 3.5143841058015823, 'neutral': 16.2681445479393}",angry,image/child/image5.jpeg,1
40,"{'x': 0, 'y': 0, 'w': 1920, 'h': 1080, 'left_eye': None, 'right_eye': None}",0.0,"{'Woman': 7.940039038658142, 'Man': 92.0599639415741}",Man,"{'asian': 0.055264389772115376, 'indian': 0.008947832636467574, 'black': 0.006268214181921058, 'white': 97.16848764795212, 'middle eastern': 1.9631502672254721, 'latino hispanic': 0.7978805321001372}",white,"{'angry': 0.0059925776374526035, 'disgust': 4.329011612645047e-15, 'fear': 0.0021045919656230935, 'happy': 1.5218036225023044, 'sad': 0.011213689081069176, 'surprise': 0.002795890198496145, 'neutral': 98.45609059668128}",neutral,image/child/image9.jpeg,1
35,"{'x': 1118, 'y': 346, 'w': 171, 'h': 171, 'left_eye': (1253, 399), 'right_eye': (1164, 412)}",0.94,"{'Woman': 0.28182140085846186, 'Man': 99.718177318573}",Man,"{'asian': 0.4995750728994608, 'indian': 0.008834025356918573, 'black': 0.0006748242867615772, 'white': 97.31497168540955, 'middle eastern': 0.7017842028290033, 'latino hispanic': 1.4741597697138786}",white,"{'angry': 0.4444001973062871, 'disgust': 0.004520312992320426, 'fear': 86.43702187758815, 'happy': 0.023710940107703363, 'sad': 5.977061002079308, 'surprise': 7.111785239683702, 'neutral': 0.001510634955594444}",fear,image/child/image11.jpeg,1
23,"{'x': 1325, 'y': 370, 'w': 190, 'h': 190, 'left_eye': None, 'right_eye': None}",0.96,"{'Woman': 4.369062185287476, 'Man': 95.63093781471252}",Man,"{'asian': 1.456166710704565, 'indian': 1.7745871096849442, 'black': 82.62738585472107, 'white': 2.8636042028665543, 'middle eastern': 3.9958354085683823, 'latino hispanic': 7.282417267560959}",black,"{'angry': 0.04849584656767547, 'disgust': 9.656298848610294e-16, 'fear': 0.0007575885774713242, 'happy': 3.684632321476755e-08, 'sad': 0.020959538233000785, 'surprise': 3.0458462141336184e-09, 'neutral': 99.92978572845459}",neutral,image/child/image11.jpeg,2
39,"{'x': 877, 'y': 401, 'w': 171, 'h': 171, 'left_eye': (969, 533), 'right_eye': (926, 463)}",0.94,"{'Woman': 87.61596083641052, 'Man': 12.384040653705597}",Woman,"{'asian': 3.495332971215248, 'indian': 3.0226385220885277, 'black': 0.46953028067946434, 'white': 55.119043588638306, 'middle eastern': 16.397367417812347, 'latino hispanic': 21.496084332466125}",white,"{'angry': 4.315261342702215e-09, 'disgust': 3.6155562732939374e-20, 'fear': 98.12583923339844, 'happy': 2.284812506428641e-13, 'sad': 1.7322087660431862, 'surprise': 4.11761526568008e-11, 'neutral': 0.14195430558174849}",fear,image/child/image11.jpeg,3
32,"{'x': 415, 'y': 556, 'w': 237, 'h': 237, 'left_eye': (590, 648), 'right_eye': (529, 731)}",0.93,"{'Woman': 12.572018802165985, 'Man': 87.4279797077179}",Man,"{'asian': 20.827027657869774, 'indian': 7.645418661286671, 'black': 2.969831954816813, 'white': 27.371686979733344, 'middle eastern': 14.988480804977513, 'latino hispanic': 26.19755878419385}",white,"{'angry': 0.2778681595184613, 'disgust': 6.188817115745321e-13, 'fear': 3.76383393838001, 'happy': 0.4409050043338532, 'sad': 2.989664689938463, 'surprise': 8.049132232033638e-11, 'neutral': 92.52772420314263}",neutral,image/child/image11.jpeg,4
21,"{'x': 896, 'y': 174, 'w': 134, 'h': 134, 'left_eye': (988, 228), 'right_eye': (941, 226)}",0.91,"{'Woman': 0.13446470256894827, 'Man': 99.86553192138672}",Man,"{'asian': 99.59690575636557, 'indian': 0.02516455124499038, 'black': 0.0013578395937886387, 'white': 0.028444366281964926, 'middle eastern': 2.695207078189758e-05, 'latino hispanic': 0.34809541464204613}",asian,"{'angry': 0.00806760313702114, 'disgust': 4.739451757601329e-09, 'fear': 0.0005467307998161227, 'happy': 98.2350347322267, 'sad': 0.0009061747903380293, 'surprise': 0.00417898386126378, 'neutral': 1.7512696088873874}",happy,image/child/image2.jpeg,1
21,"{'x': 592, 'y': 268, 'w': 139, 'h': 139, 'left_eye': (688, 322), 'right_eye': (640, 325)}",0.95,"{'Woman': 0.03766633744817227, 'Man': 99.96232986450195}",Man,"{'asian': 99.99586343715947, 'indian': 9.369681472983657e-05, 'black': 2.4934517869694107e-06, 'white': 0.0009978717851418428, 'middle eastern': 2.750862643643023e-08, 'latino hispanic': 0.0030480059645089912}",asian,"{'angry': 1.4725949547337533e-05, 'disgust': 4.861273130457336e-10, 'fear': 0.00046272210906871597, 'happy': 98.68388787700083, 'sad': 9.034994323669911e-05, 'surprise': 0.08961808148667735, 'neutral': 1.225926208385681}",happy,image/child/image2.jpeg,2
19,"{'x': 938, 'y': 353, 'w': 128, 'h': 128, 'left_eye': (1023, 405), 'right_eye': (979, 405)}",0.94,"{'Woman': 0.24687307886779308, 'Man': 99.75312948226929}",Man,"{'asian': 2.2087770901180193e-05, 'indian': 4.810182119285855e-06, 'black': 6.449878964254196e-08, 'white': 99.92671608924866, 'middle eastern': 0.029814513982273638, 'latino hispanic': 0.04343951877672225}",white,"{'angry': 0.09068691787116741, 'disgust': 0.009869149374543801, 'fear': 0.5716686818502762, 'happy': 41.82415507127703, 'sad': 50.762659402210645, 'surprise': 0.001610754780926846, 'neutral': 6.739354936999671}",sad,image/child/image2.jpeg,3
33,"{'x': 783, 'y': 382, 'w': 113, 'h': 113, 'left_eye': (824, 466), 'right_eye': (820, 416)}",0.94,"{'Woman': 11.902245879173279, 'Man': 88.09775114059448}",Man,"{'asian': 8.365245908498764, 'indian': 7.324180006980896, 'black': 1.164716575294733, 'white': 48.939064145088196, 'middle eastern': 17.503593862056732, 'latino hispanic': 16.703197360038757}",white,"{'angry': 0.20662383176386356, 'disgust': 0.0014062477930565365, 'fear': 11.093911528587341, 'happy': 0.030585887725465, 'sad': 87.40618824958801, 'surprise': 0.06910841329954565, 'neutral': 1.1921741999685764}",sad,image/child/image2.jpeg,4
23,"{'x': 1201, 'y': 372, 'w': 132, 'h': 132, 'left_eye': None, 'right_eye': None}",0.93,"{'Woman': 0.5766661837697029, 'Man': 99.42333102226257}",Man,"{'asian': 16.93999373197481, 'indian': 3.653990912913193, 'black': 1.3235897472309766, 'white': 37.72132548348015, 'middle eastern': 14.76884064302929, 'latino hispanic': 25.592261623413755}",white,"{'angry': 7.680478432067761e-11, 'disgust': 9.344460662794085e-19, 'fear': 1.6653452922232859e-09, 'happy': 99.99997615814209, 'sad': 1.988671005648257e-07, 'surprise': 1.924884676565014e-11, 'neutral': 2.382671340228626e-05}",happy,image/child/image2.jpeg,5
20,"{'x': 843, 'y': 536, 'w': 126, 'h': 126, 'left_eye': (927, 586), 'right_eye': (883, 586)}",0.93,"{'Woman': 99.95005130767822, 'Man': 0.04994357586838305}",Woman,"{'asian': 0.0004906980978528564, 'indian': 6.8899433045577545e-06, 'black': 3.949522846632177e-08, 'white': 99.91571902224052, 'middle eastern': 0.019896208876012577, 'latino hispanic': 0.06389240913859416}",white,"{'angry': 8.28960095011766e-09, 'disgust': 2.957782141785873e-14, 'fear': 5.98536714982445e-10, 'happy': 99.9990463256836, 'sad': 1.7993299905594284e-08, 'surprise': 4.037391948541469e-10, 'neutral': 0.0009532019248581491}",happy,image/child/image2.jpeg,6
36,"{'x': 655, 'y': 542, 'w': 137, 'h': 137, 'left_eye': (717, 648), 'right_eye': (698, 595)}",0.95,"{'Woman': 85.22002696990967, 'Man': 14.779973030090332}",Woman,"{'asian': 11.123569309711456, 'indian': 4.231312125921249, 'black': 1.11923236399889, 'white': 43.37991178035736, 'middle eastern': 20.21692991256714, 'latino hispanic': 19.92904394865036}",white,"{'angry': 3.893791677977987e-08, 'disgust': 5.953706071307489e-13, 'fear': 0.01633631909498945, 'happy': 0.008930733019951731, 'sad': 0.002753275111899711, 'surprise': 1.2933625281874583e-07, 'neutral': 99.97197985649109}",neutral,image/child/image2.jpeg,7
24,"{'x': 896, 'y': 782, 'w': 100, 'h': 100, 'left_eye': None, 'right_eye': None}",0.97,"{'Woman': 3.927558660507202, 'Man': 96.07243537902832}",Man,"{'asian': 3.532848507165909, 'indian': 0.5189507268369198, 'black': 0.09763915440998971, 'white': 76.98342800140381, 'middle eastern': 14.788439869880676, 'latino hispanic': 4.078696295619011}",white,"{'angry': 1.1516985973181013, 'disgust': 0.011226005270677922, 'fear': 26.418682763733536, 'happy': 3.0940413511942206, 'sad': 67.6564612798141, 'surprise': 0.011382243345093775, 'neutral': 1.656504709243213}",sad,image/child/image2.jpeg,8
42,"{'x': 0, 'y': 0, 'w': 1920, 'h': 1080, 'left_eye': None, 'right_eye': None}",0.0,"{'Woman': 3.8380585610866547, 'Man': 96.16193771362305}",Man,"{'asian': 0.1647000397384214, 'indian': 0.0009999684435277813, 'black': 0.0001588048197071342, 'white': 98.20120313181914, 'middle eastern': 1.108516977997658, 'latino hispanic': 0.5244231476692137}",white,"{'angry': 0.01347954967059195, 'disgust': 1.5891388365511063e-20, 'fear': 99.97749924659729, 'happy': 3.564664087080808e-18, 'sad': 0.00844258684082888, 'surprise': 4.785359784808085e-17, 'neutral': 0.0005845034138474148}",fear,image/child/image3.jpeg,1
25,"{'x': 205, 'y': 316, 'w': 663, 'h': 663, 'left_eye': (653, 586), 'right_eye': (398, 583)}",0.92,"{'Woman': 2.108515612781048, 'Man': 97.89148569107056}",Man,"{'asian': 0.0700816828482369, 'indian': 0.061973366357936426, 'black': 0.008500842808846273, 'white': 81.3296415006687, 'middle eastern': 2.7391701476776777, 'latino hispanic': 15.790637229756978}",white,"{'angry': 0.306847644969821, 'disgust': 1.4528143965630846e-08, 'fear': 0.4395936615765095, 'happy': 4.8245574202354646e-08, 'sad': 27.36136019229889, 'surprise': 6.183904588397127e-06, 'neutral': 71.89218997955322}",neutral,image/teen/image0.jpeg,1
38,"{'x': 0, 'y': 0, 'w': 2560, 'h': 1707, 'left_eye': None, 'right_eye': None}",0.0,"{'Woman': 6.533517688512802, 'Man': 93.4664785861969}",Man,"{'asian': 0.9434961520438013, 'indian': 3.2273635913343234e-06, 'black': 9.104008682996891e-08, 'white': 98.99615061329, 'middle eastern': 0.008372554750706062, 'latino hispanic': 0.0519725141092373}",white,"{'angry': 8.915062039704935e-05, 'disgust': 1.7640908733795868e-07, 'fear': 0.10061702923849225, 'happy': 29.461383819580078, 'sad': 68.89099478721619, 'surprise': 5.849395279255987e-05, 'neutral': 1.5468594618141651}",sad,image/teen/image14.jpeg,1
